,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image,filename
29262,40432,Women,Apparel,Bottomwear,Skirts,Black,Summer,2012,Formal,Tonga Women Black Skirt,http://assets.myntassets.com/v1/images/style/properties/51e2d26dd67eb4be6132f7a02cab4e74_images.jpg,40432.jpg
6221,9586,Unisex,Accessories,Bags,Handbags,Pink,Fall,2011,Casual,Puma Unisex Dazzle Shopper Pink Bags,http://assets.myntassets.com/v1/images/style/properties/4df2d7c295b03dbca6cdc0fed336d2ba_images.jpg,9586.jpg
608,21173,Women,Apparel,Topwear,Shirts,Grey,Fall,2011,Casual,s.Oliver Women Grey Shirt,http://assets.myntassets.com/v1/images/style/properties/sOliver-Women-Grey-Shirt_cefde0d6bd0b74888e9d34814be33deb_images.jpg,21173.jpg
16,29928,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Police Men Black Dial Watch PL12889JVSB,http://assets.myntassets.com/v1/images/style/properties/Police-Men-Black-Dial-Watch_5bd8cae4fc61052a6f00cfcd69c4a936_images.jpg,29928.jpg
31608,18517,Men,Apparel,Topwear,Jackets,Black,Fall,2011,Casual,C Vox Men Ribstop 1348 Black Jacket,http://assets.myntassets.com/v1/images/style/properties/3a124cafdfe6677dd6e16693a5053ef9_images.jpg,18517.jpg
20987,7528,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Sports,Nike Men's FCB Auth Grap Light Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/a12cb71b094b92bcd4e098d580db9003_images.jpg,7528.jpg
32060,25608,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Men Black Casual Watch,http://assets.myntassets.com/v1/images/style/properties/fe8a8dfdf2af0d9bb504c78d84d3acd6_images.jpg,25608.jpg
37002,56575,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017,Casual,Streetwear Beige Stay On 3 in 1 Makeup,http://assets.myntassets.com/v1/images/style/properties/Streetwear-Stay-Beige-On-3-in-1-Makeup_0be0dfa6de918f892ae9adc03f845eeb_images.jpg,56575.jpg
17885,15336,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011,Casual,Nike Men Solid Grey Shorts,http://assets.myntassets.com/v1/images/style/properties/656385d76545ed63dfda48cf1c57ca4a_images.jpg,15336.jpg
1560,56282,Women,Apparel,Innerwear,Bra,Black,Summer,2017,Casual,Biara Black Everyday Support Bra,http://assets.myntassets.com/v1/images/style/properties/Biara-Black-Everyday-Support-Bra_ae19d7140fafca892f51851fdbf00b7a_images.jpg,56282.jpg
2816,17248,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,U.S. Polo Assn. Men Stripes Navy Blue  Polo Tshirt,http://assets.myntassets.com/v1/images/style/properties/6eeee342f3a63f61d1e5bc6f5caf9da7_images.jpg,17248.jpg
22081,44743,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Globalite Men White Doxton Shoes,http://assets.myntassets.com/v1/images/style/properties/4d0f1082d606ad1f1f2711106feae39d_images.jpg,44743.jpg
19094,35105,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Allen Solly Men Black Wallet,http://assets.myntassets.com/v1/images/style/properties/e07558ee7b57bbb5395e4aa430e07e7b_images.jpg,35105.jpg
22042,43179,Men,Accessories,Watches,Watches,White,Winter,2016,Casual,Fastrack Men White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/e6587a6fb950b15862017f05231baa76_images.jpg,43179.jpg
35373,4687,Unisex,Accessories,Bags,Backpacks,Black,Summer,2011,Sports,ADIDAS Load Black Silver Unisex Backpack,http://assets.myntassets.com/v1/images/style/properties/7ef022888f14087f69eebc215efebdc6_images.jpg,4687.jpg
14013,9738,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Smart Casual,Indian Terrain Men Navy & White Checked Slim Fit Smart-Casual Shirt,http://assets.myntassets.com/v1/images/style/properties/Indian-Terrain-Men-Hook-Navy-Blue-Shirts_3fb034cb781cbfa3c1c0091ceaeacbf4_images.jpg,9738.jpg
16802,5027,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2011,Sports,ADIDAS Men's Long Black Capris,http://assets.myntassets.com/v1/images/style/properties/cad04ed0f8855a462a76c54f1bedf23d_images.jpg,5027.jpg
41548,15735,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports,Nike Men Lunarfly+2 Shield Grey Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/82091be886d28b7a0bd1b48ec3cecef9_images.jpg,15735.jpg
21621,27863,Women,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Scullers For Her Printed Purple Shirt,http://assets.myntassets.com/v1/images/style/properties/d4ca65b31a40fc65d7f9855eb7a13b3b_images.jpg,27863.jpg
15451,55907,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017,Casual,Colorbar Cappuccino Cup Nail Lacquer 11,http://assets.myntassets.com/assets/images/55907/2019/1/11/5b9e099f-7414-4aca-ad25-24c3525978e21547188001911-Colorbar-Cappuccino-Cup-Nail-Lacquer-11-8991547188001628-1.jpg,55907.jpg
32371,26610,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Puma Men Osuran White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/4518c3e46657f799a8d4da091f3dfc71_images.jpg,26610.jpg
1665,28262,Men,Personal Care,Fragrance,Deodorant,Blue,Spring,2017,Casual,18+ Men Thrill Deo,http://assets.myntassets.com/v1/images/style/properties/18-Men-Thrill-Deo_5fa0187bc0e4b33352134cb219bea55c_images.jpg,28262.jpg
8050,23792,Women,Accessories,Eyewear,Sunglasses,Red,Winter,2016,Casual,Oakley Women Immerse Red Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Oakley-Women-Immerse-Red-Sunglasses26433f7a829c28322286d286088d89e8_images.jpg,23792.jpg
8908,31657,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Casual,Indigo Nation Men Printed Black Shirt,http://assets.myntassets.com/v1/images/style/properties/d81d66763bfc644c34ce7eed674186df_images.jpg,31657.jpg
37099,4880,Men,Apparel,Topwear,Tshirts,White,Summer,2016,Casual,Levis Kids Boy's Dustin White Teens Kidswear,http://assets.myntassets.com/v1/images/style/properties/ee2453fa58aec853aad6ce9850544475_images.jpg,4880.jpg
1896,6024,Women,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,UCB Women's Boat Neck Chest Print Green T-shirt,http://assets.myntassets.com/v1/images/style/properties/0f215078759e2f265d1b9fe2e4ad9040_images.jpg,6024.jpg
42350,44509,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012,Casual,Converse Men Navy Blue Shoes,http://assets.myntassets.com/v1/images/style/properties/877add9e0da669b78c01a666f21711b3_images.jpg,44509.jpg
28712,50290,Men,Accessories,Ties,Ties,Black,Summer,2012,Formal,Parx Men Black Tie,http://assets.myntassets.com/v1/images/style/properties/37e3daa246ae7e5214591898b6ac855d_images.jpg,50290.jpg
25364,11318,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual,United Colors of Benetton Women Solid Black Jeans,http://assets.myntassets.com/v1/images/style/properties/83b8a639693ba293591d3952cdd2a34f_images.jpg,11318.jpg
3243,2287,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Nike Men White T-shirt,http://assets.myntassets.com/v1/images/style/properties/b94d503395fe968ad71937a90e7a1859_images.jpg,2287.jpg
21193,37654,Men,Accessories,Socks,Socks,Beige,Summer,2016,Casual,Playboy Men Beige Socks,http://assets.myntassets.com/v1/images/style/properties/7fa7d894d6d67ac4989b5f1a372bf4cc_images.jpg,37654.jpg
3533,18493,Men,Footwear,Sandal,Sandals,Multi,Fall,2011,Casual,Puma Men Duncan Multi Slipper,http://assets.myntassets.com/v1/images/style/properties/59adcc25bc20fb817f5917d74fed0aca_images.jpg,18493.jpg
7611,36411,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016,Casual,Reid & Taylor Men Navy Blue Socks,http://assets.myntassets.com/v1/images/style/properties/a146199cd2ed1b1ae584518aba8221ce_images.jpg,36411.jpg
1059,30833,Women,Apparel,Topwear,Kurtas,Beige,Summer,2012,Ethnic,Fabindia Women Beige Kurta,http://assets.myntassets.com/v1/images/style/properties/26f8e37ebf88c246d8944a72e3a222ff_images.jpg,30833.jpg
36394,36455,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Spinn Men Techno White Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/ffe18d373f0a9d173e7fe14ff4665776_images.jpg,36455.jpg
5592,46538,Women,Accessories,Watches,Watches,White,Summer,2017,Casual,Timex Women Pearly White Dial Watch,http://assets.myntassets.com/v1/images/style/properties/Timex-Women-Pearly-White-Dial-Watch_58b1c4ecbf9e61b705647390b1fe770e_images.jpg,46538.jpg
35203,13924,Women,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Nike Women Dart 9 MSL Black Sports Shoes,http://assets.myntassets.com/v1/images/style/properties/eb42dd35b55cf9334939266366d07e51_images.jpg,13924.jpg
36377,23187,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal,Black Coffee Men Black Striped Shirt,http://assets.myntassets.com/v1/images/style/properties/80c8ab6bc41a5a1a985bf21d0aaab72f_images.jpg,23187.jpg
43941,50705,Women,Apparel,Topwear,Tops,Cream,Summer,2012,Casual,Latin Quarters Women Cream Printed Top,http://assets.myntassets.com/v1/images/style/properties/Latin-Quarters-Women-Cream-Printed-Top_13754e134cc7b3a1e2349433c6bb0709_images.jpg,50705.jpg
26075,18406,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Skechers Men USA Black Shoe,http://assets.myntassets.com/v1/images/style/properties/86617f1b765545c807c73f9596d37e44_images.jpg,18406.jpg
7558,34189,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini and Jony Boys Printed White T-shirt,http://assets.myntassets.com/v1/images/style/properties/a4c91f1ccc4eb2d0cd41c4a71947092a_images.jpg,34189.jpg
15926,20730,Women,Footwear,Shoes,Heels,Black,Summer,2012,Casual,Enroute Women Black Peep Toes,http://assets.myntassets.com/v1/images/style/properties/d83245915904241828a909328469f429_images.jpg,20730.jpg
43982,22573,Men,Apparel,Topwear,Shirts,Red,Summer,2011,Casual,Highlander Men Check Red Shirt,http://assets.myntassets.com/v1/images/style/properties/c41ca1c31e4249c1b6ac82a5ead40d61_images.jpg,22573.jpg
3098,58381,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012,Casual,Locomotive Men Grey T-shirt,http://assets.myntassets.com/v1/images/style/properties/Locomotive-Men-Grey-T-shirt_2d3963ef13f1dc169806b41c9762976d_images.jpg,58381.jpg
6360,49328,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,DKNY Women White Dial Watch NY8283,http://assets.myntassets.com/v1/images/style/properties/1457d6a3ba807a59b0baa4b89e10b3b2_images.jpg,49328.jpg
28487,12479,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013,Formal,Clarks Men Leather Black Formal Shoes,http://assets.myntassets.com/v1/images/style/properties/5c381966b2d2ca03a7e1dde2da833ea5_images.jpg,12479.jpg
4083,17625,Men,Apparel,Bottomwear,Track Pants,Black,Fall,2011,Sports,ADIDAS Men Solid Black Track Pant,http://assets.myntassets.com/v1/images/style/properties/b5b0bb0f76110d1f32a45299041c5d9d_images.jpg,17625.jpg
3892,6629,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Men's Galvin White Silver Black Shoe,http://assets.myntassets.com/v1/images/style/properties/3d67098ff0b7461cd8c4d35ed605695c_images.jpg,6629.jpg
21554,26146,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2012,Formal,John Miller Men Striped Charcoal Trousers,http://assets.myntassets.com/v1/images/style/properties/fb3341f0382efe2df85c61dcb1421725_images.jpg,26146.jpg
1363,46044,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016,Casual,Estelle Gold Earrings,http://assets.myntassets.com/v1/images/style/properties/bde840fe33af4d0b1dbdca7fa6fb9e43_images.jpg,46044.jpg
40193,6004,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,Highlander Men Blue Bold Green Checked Shirt,http://assets.myntassets.com/v1/images/style/properties/95548535d43882f3326bc134a383979f_images.jpg,6004.jpg
8129,48254,Boys,Apparel,Topwear,Tshirts,Orange,Summer,2012,Casual,The Amazing Spiderman Boys Orange T-shirt,http://assets.myntassets.com/v1/images/style/properties/The-Amazing-Spiderman-Boys-Orange-T-shirt_f8bc256bd260af0402cd874fa4e61ce6_images.jpg,48254.jpg
36335,33771,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011,Casual,Puma Unisex Foundation Blue Backpack,http://assets.myntassets.com/v1/images/style/properties/3198076fb0b34a0b387c455c31ec825b_images.jpg,33771.jpg
206,9009,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual,Murcia Women Snake Print Bag Brown Handbags,http://assets.myntassets.com/v1/images/style/properties/b11805dfd1077ea3a4538fba3ffed149_images.jpg,9009.jpg
26697,22167,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual,Timberland Men Brown Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/5632106d064071bf11c2c745889f5474_images.jpg,22167.jpg
14573,35845,Women,Footwear,Shoes,Casual Shoes,Green,Summer,2012,Casual,Kelme Women Passion Green Printed Shoes,http://assets.myntassets.com/v1/images/style/properties/Kelme-Women-Passion-Green-Printed-Shoes_920ab334fcdd05a03ce4d10e1b83a49d_images.jpg,35845.jpg
12885,15280,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Newfeel Men Black & Silver Shoes,http://assets.myntassets.com/v1/images/style/properties/ab28fc7b91320db2dfded490f0bf2746_images.jpg,15280.jpg
5484,5698,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015,Casual,Skechers Men's Liquid Roggers Brown Shoe,http://assets.myntassets.com/v1/images/style/properties/5227614b9cc520f8f655397aaa39b6e4_images.jpg,5698.jpg
38812,17293,Unisex,Accessories,Bags,Backpacks,Red,Fall,2011,Casual,Nike Unisex Backpack,http://assets.myntassets.com/v1/images/style/properties/40f43b793a9a22919bf9293af1bdb765_images.jpg,17293.jpg
9714,7447,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011,Casual,Proline Men Orange Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/e496aabe4894459c0a648dfa00e891bf_images.jpg,7447.jpg
20117,36987,Women,Accessories,Bags,Clutches,Red,Summer,2012,Casual,Lino Perros Women Red Clutch,http://assets.myntassets.com/v1/images/style/properties/5cb095fab093869cc3b80093f7e742fa_images.jpg,36987.jpg
6700,40064,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,ADIDAS Men Black Graphic T-shirt,http://assets.myntassets.com/v1/images/style/properties/55774ba79b1ef62fea817e8eb8670b90_images.jpg,40064.jpg
41381,55223,Women,Personal Care,Lips,Lip Liner,Maroon,Spring,2017,Casual,Lakme Perfect Definition Go Grape Lip Liner 23,http://assets.myntassets.com/v1/images/style/properties/Lakme-Go-Grape-Perfect-Definition-Lip-Liner-23_eb21288b6539aada009d6fe35f4548df_images.jpg,55223.jpg
25946,37244,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,United Colors of Benetton Men Camel Shoes,http://assets.myntassets.com/v1/images/style/properties/6be02489617efef9321fe4d804a7b4d2_images.jpg,37244.jpg
32277,12287,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Formal,Genesis Men Solid Black Trousers,http://assets.myntassets.com/v1/images/style/properties/b6c541b22d788a2add33e413340f33e8_images.jpg,12287.jpg
12297,23577,Men,Personal Care,Fragrance,Perfume and Body Mist,Orange,Spring,2017,Casual,Boss In Motion Men Perfume,http://assets.myntassets.com/v1/images/style/properties/cfbfe2de87c472f1e93a2cfdb9e73104_images.jpg,23577.jpg
26569,58527,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Miami Blues Unisex Sunglasses,http://assets.myntassets.com/v1/images/style/properties/Miami-Blues-Unisex-Sunglasses_8c24d2ea8270e06dfb7d2111d486c075_images.jpg,58527.jpg
37332,12804,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual,Nike Men Green Polo Tshirts,http://assets.myntassets.com/v1/images/style/properties/7c877036e915f6db6bf22d42be9cfe52_images.jpg,12804.jpg
18503,58395,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Locomotive Men Purple Shirt,http://assets.myntassets.com/v1/images/style/properties/Locomotive-Men-Blue-Shirt_1f3ae1ed614c408f2cdaa0d4818e87e9_images.jpg,58395.jpg
26942,58949,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017,Casual,Taylor of London Women White Satin Perfumed body Spray,http://assets.myntassets.com/v1/images/style/properties/Taylor-of-London-Women-Hawaii-Deo_5e4fb3c13363c7c732e4cb71688c08ac_images.jpg,58949.jpg
25875,7590,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Sports,Nike Men's As Read Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/3538d3a9235bdc7801f2e16637f924d1_images.jpg,7590.jpg
31799,33900,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Citizen Men Black Dial Watch,http://assets.myntassets.com/v1/images/style/properties/e2002eef270ba0d84bc9d13be4f9b1c7_images.jpg,33900.jpg
27361,35571,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013,Casual,Arrow Men Brown Casual Shoes,http://assets.myntassets.com/v1/images/style/properties/53fa6d0c972b8f01247cf5394872494a_images.jpg,35571.jpg
25354,34863,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2012,Casual,Vans Men Zapato Del Barco Blue Shoes,http://assets.myntassets.com/v1/images/style/properties/a595597415336b3a2812f6b5079810a0_images.jpg,34863.jpg
32806,8004,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports,Fila Men's Round Neck Black Grey T-shirt,http://assets.myntassets.com/v1/images/style/properties/46e7b7a648e3cf1514a01aa80dca126e_images.jpg,8004.jpg
3438,14633,Women,Apparel,Topwear,Tops,Green,Fall,2011,Casual,United Colors of Benetton Women Printed Green Tops,http://assets.myntassets.com/v1/images/style/properties/eb11f712b63ff218f01a01bb11e2ad68_images.jpg,14633.jpg
40265,58569,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Puma Men Black T-shirt,http://assets.myntassets.com/v1/images/style/properties/Puma-Men-Black-T-shirt_ba03c48a067a5668746d6b545f9e0d1b_images.jpg,58569.jpg
29736,38384,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,Peter England Men Black Belt,http://assets.myntassets.com/v1/images/style/properties/ade4929e035054ceb01029b2c5748f16_images.jpg,38384.jpg
33745,32835,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual,Grendha Women Flori Brown Flats,http://assets.myntassets.com/v1/images/style/properties/17d5c454b304af40f38bd64757229f83_images.jpg,32835.jpg
28681,5771,Women,Apparel,Bottomwear,Jeans,Black,Summer,2011,Casual,Jealous 21 Women's Black Grey Jegging,http://assets.myntassets.com/v1/images/style/properties/3a1d5e4241fc7252a8c2611a3ee2f492_images.jpg,5771.jpg
9009,49112,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017,Casual,Deborah New Skin Compact Foundation 03,http://assets.myntassets.com/v1/images/style/properties/Deborah-New-Skin-Compact-Foundation-03_3fba16c12d90671f8f294869d3eebed7_images.jpg,49112.jpg
18162,59086,Women,Apparel,Innerwear,Briefs,Maroon,Summer,2017,Casual,Peri Peri Women Maroon Brief,http://assets.myntassets.com/v1/images/style/properties/Peri-Peri-Women-Maroon-Brief_d59409e7dc796735c3c37f5474a53495_images.jpg,59086.jpg
41141,7917,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Proline Men Red & White Striped Polo T-shirt,http://assets.myntassets.com/v1/images/style/properties/8100a2557c720497e20fb29c3189f624_images.jpg,7917.jpg
31599,18725,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011,Casual,Arrow Woman Ester Purple Sweater,http://assets.myntassets.com/v1/images/style/properties/f8df23eb97d3f6d2b0bb61ce20b56675_images.jpg,18725.jpg
16937,15936,Men,Accessories,Belts,Belts,Brown,Fall,2011,Casual,Turtle Men Leather Brown Belts,http://assets.myntassets.com/v1/images/style/properties/Turtle-Men-Leather-Brown-Belts8012b4a05ee0d2b1a5b3944d9855eb4e_images.jpg,15936.jpg
14857,18530,Girls,Accessories,Watches,Watches,Orange,Winter,2016,Casual,Chhota Bheem Chutki Kids-Girls Orange Digital Watch,http://assets.myntassets.com/v1/images/style/properties/d5200194ad4b9a03544fdc79d9c8fa6f_images.jpg,18530.jpg
24370,11344,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual,Lee Men Blue Chicago Fit Jeans,http://assets.myntassets.com/v1/images/style/properties/Lee-Men-Blue-Chicago-Fit-Jeans_29173e42c56fede3386731a4611b6772_images.jpg,11344.jpg
825,14064,Men,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual,Flying Machine Men Pack of 2 Stripes Red Blue Tshirts,http://assets.myntassets.com/v1/images/style/properties/92d24a8ca7434697dd67e7c57bfefade_images.jpg,14064.jpg
27575,20317,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,Locomotive Men Printed Purple Tshirt,http://assets.myntassets.com/v1/images/style/properties/ed2d3ad337acb83bee2d52fdcf11e0ee_images.jpg,20317.jpg
15175,31687,Women,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Nike Women Sweet Classic Leather White Shoes,http://assets.myntassets.com/v1/images/style/properties/812ad3dbee29e91b5283ddd00c38e02d_images.jpg,31687.jpg
